brandstof_omschrijving,brandstof_volgnummer,brandstofverbruik_buiten,brandstofverbruik_gecombineerd,brandstofverbruik_stad,co2_uitstoot_gecombineerd,emissiecode_omschrijving,geluidsniveau_stationair,kenteken,milieuklasse_eg_goedkeuring_licht,nettomaximumvermogen,toerental_geluidsniveau,co2_uitstoot_gewogen,geluidsniveau_rijdend,nominaal_continu_maximumvermogen,uitstoot_deeltjes_licht,roetuitstoot
Benzine,1,3.60,4.20,5.30,99,Euro 6,68,JV623F,715/2007*136/2014W,66.00,2775,NA,71,NA,0.00180,NA
Benzine,1,6.40,8.10,11.00,189,Euro 5,74,54NZL7,715/2007*692/2008A,149.00,3750,NA,NA,NA,0.00285,NA
Diesel,1,3.20,3.60,4.30,95,Euro 5,80,56NTT4,715/2007*692/2008A,70.00,3000,NA,NA,NA,0.00012,0.50
Benzine,1,4.40,4.90,5.80,115,Euro 5,81,94SZT6,715/2007*692/2008A,51.00,4125,NA,NA,NA,NA,NA
Benzine,1,5.20,5.90,7.00,136,Euro 6,72,4SLS31,715/2007*630/2012W,125.00,3750,NA,NA,NA,0.00056,NA
Benzine,1,4.40,5.10,6.30,119,Euro 4,81,46LNS1,70/220*2003/76B,51.00,4125,NA,72,NA,NA,NA
Diesel,1,5.50,6.00,6.90,156,Euro 6,72,JT756H,715/2007*2015/45W,77.00,2625,NA,71,NA,0.00012,0.50
Benzine,1,4.40,5.50,7.30,127,Euro 5,83,45LDK7,715/2007*692/2008A,44.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.90,4.50,5.50,102,Euro 5,74,5TBX30,715/2007*630/2012J,60.00,3750,NA,NA,NA,NA,NA
Diesel,1,3.10,3.40,3.90,88,Euro 5,71,9KDK52,715/2007*566/2011J,77.00,2700,NA,NA,NA,0.00026,0.50
Benzine,1,3.80,4.40,5.50,104,Euro 6,74,GB598Z,715/2007*136/2014W,66.00,3750,NA,NA,NA,0.00191,NA
Benzine,1,4.20,4.80,5.90,111,Euro 6,74,NJ839V,715/2007*2016/427W,110.00,3750,NA,68,NA,0.00014,NA
Diesel,1,3.60,4.10,5.10,109,Euro 6,75,PH844G,715/2007*136/2014W,118.00,3000,NA,70,NA,0.00040,0.51
Benzine,1,3.80,4.30,5.10,99,Euro 6,74,JV009L,715/2007*2015/45W,60.00,3750,NA,73,NA,NA,NA
Benzine,1,6.80,8.10,10.30,188,Euro 5,74,29SXJ4,715/2007*692/2008F,132.00,3750,NA,NA,NA,0.00130,NA
Benzine,1,6.40,8.20,11.30,197,Euro 4,85,11RZHB,70/220*2003/76B,110.00,4200,NA,74,NA,NA,NA
Elektriciteit,1,NA,NA,NA,NA,NA,NA,PX657P,NA,NA,NA,NA,NA,NA,NA,NA
Benzine,2,4.80,5.60,7.10,128,Euro 6,73,PX657P,715/2007*2016/646ZD,140.00,3750,NA,70,NA,0.00013,NA
Benzine,1,6.00,7.40,9.90,177,Euro 4,87,90GTF2,70/220*2003/76B,103.00,4725,NA,73,NA,NA,NA
Diesel,1,3.20,3.60,4.30,95,Euro 5,80,71SVZ4,715/2007*692/2008A,70.00,3000,NA,NA,NA,0.00012,0.50
Benzine,1,3.90,4.50,5.50,105,Euro 6,68,GP039K,715/2007*136/2014W,66.00,2775,NA,NA,NA,0.00184,NA
Benzine,1,4.50,5.60,7.40,129,Euro 5,82,PR891X,715/2007*692/2008A,60.00,3750,NA,72,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 6,74,KF824T,715/2007*2015/45W,60.00,3750,NA,73,NA,NA,NA
Diesel,1,5.10,5.80,6.80,152,Euro 5,71,94TBD7,715/2007*692/2008F,150.00,2375,NA,NA,NA,0.00028,0.50
Benzine,1,4.60,5.20,6.20,119,Euro 6,74,ST517B,715/2007*2016/646W,92.00,3750,NA,69,NA,0.00090,NA
Benzine,1,5.30,6.20,7.80,143,Euro 6,72,NN340S,715/2007*2016/646W,88.30,3750,NA,70,NA,0.00268,NA
Benzine,1,5.40,6.60,8.60,158,Euro 4,82,94RGVN,70/220*2002/80B,77.00,4500,NA,71,NA,NA,NA
Benzine,1,4.50,5.60,7.40,129,Euro 5,82,73RNX8,715/2007*692/2008A,60.00,3750,NA,NA,NA,NA,NA
Benzine,1,6.10,7.30,9.40,175,Euro 4,82,25RRND,70/220*2003/76B,77.00,4500,NA,73,NA,NA,NA
Benzine,1,5.10,6.00,7.60,139,Euro 6,76,KK057G,715/2007*136/2014W,103.00,3750,NA,72,NA,NA,NA
Benzine,1,4.40,4.90,5.80,115,Euro 5,81,06XPT4,715/2007*692/2008F,51.00,4125,NA,NA,NA,NA,NA
Benzine,1,7.50,8.60,10.50,199,Euro 5,74,PZ151B,715/2007*692/2008F,155.00,3750,NA,73,NA,0.00147,NA
LPG,1,5.60,6.80,8.90,110,Euro 5,84,16XHP2,715/2007*692/2008F,61.00,3750,NA,NA,NA,NA,NA
Benzine,2,4.50,5.50,7.20,129,Euro 5,84,16XHP2,715/2007*692/2008F,63.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.30,4.90,6.00,115,Euro 6,74,9ZNB05,715/2007*136/2014W,85.00,3750,NA,NA,NA,0.00244,NA
Diesel,1,3.40,3.80,4.30,98,Euro 6,71,KF991H,715/2007*2015/45W,70.00,2813,NA,68,NA,0.00052,0.50
Benzine,1,5.30,6.90,9.60,158,Euro 5,78,9XFF20,715/2007*692/2008A,88.00,3750,NA,72,NA,NA,NA
Benzine,1,4.60,5.80,7.90,134,Euro 5,82,08SFP9,715/2007*692/2008A,88.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.80,4.40,5.50,104,Euro 6,74,6ZRV88,715/2007*136/2014W,66.00,3750,NA,NA,NA,0.00191,NA
Benzine,1,6.30,8.40,12.00,195,Euro 5,72,22HJP7,715/2007*692/2008A,140.00,3800,NA,NA,NA,0.00073,NA
Benzine,1,4.40,5.10,6.30,119,Euro 4,81,44JFH3,70/220*2003/76B,51.00,4125,NA,72,NA,NA,NA
Benzine,1,3.90,4.90,6.60,114,Euro 6,72,ND587J,715/2007*2015/45W,74.00,3700,NA,72,NA,0.00095,NA
Benzine,1,4.80,5.90,7.80,142,Euro 4,81,70ZKBN,70/220*2003/76B,66.00,4200,NA,NA,NA,NA,NA
Benzine,1,3.70,4.10,5.10,94,Euro 6,72,PK093G,715/2007*2015/45W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,5.40,6.80,9.20,154,Euro 6,77,NV902B,715/2007*136/2014W,110.00,3750,NA,71,NA,0.00400,NA
Benzine,1,3.70,4.30,5.40,99,Euro 6,72,KV624S,715/2007*2015/45W,74.00,3750,NA,69,NA,0.00135,NA
Benzine,1,4.90,5.90,7.60,137,Euro 5,80,42TXR4,715/2007*692/2008A,110.00,3750,NA,NA,NA,0.00175,NA
Benzine,1,5.10,6.40,8.50,149,Euro 5,73,75RPS3,715/2007*692/2008A,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.20,6.50,8.70,156,Euro 4,81,92ZFGJ,70/220*2003/76B,85.00,4500,NA,72,NA,NA,NA
Benzine,1,5.90,7.50,10.30,180,Euro 4,81,08XJFK,70/220*2003/76B,114.00,4200,NA,73,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 6,78,JJ274G,715/2007*2015/45W,59.00,3750,NA,70,NA,0.00120,NA
Diesel,1,3.80,4.00,4.50,105,Euro 5,72,GB018Z,715/2007*630/2012J,85.00,2700,NA,NA,NA,0.00001,0.51
Diesel,1,3.10,3.40,3.90,88,Euro 5,71,35ZSL9,715/2007*566/2011J,77.00,2700,NA,NA,NA,0.00026,0.50
Benzine,1,4.80,6.40,9.30,149,Euro 5,75,5XST04,715/2007*459/2012J,92.00,3700,NA,70,NA,NA,NA
Benzine,1,4.50,5.60,7.40,129,Euro 5,82,72SJV6,715/2007*692/2008A,60.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.10,4.70,5.60,109,Euro 5,74,7KNP20,715/2007*566/2011J,60.00,3750,NA,NA,NA,NA,NA
Diesel,1,4.20,4.70,5.60,123,Euro 5,74,46ZNX6,715/2007*566/2011F,88.00,2375,NA,NA,NA,0.00008,0.50
Benzine,1,4.60,5.50,7.00,129,Euro 5,78,90LBP8,715/2007*692/2008A,74.00,3750,NA,NA,NA,NA,NA
Diesel,1,4.60,4.90,5.50,129,Euro 5,75,SF968T,715/2007*566/2011F,150.00,2375,NA,71,NA,0.00019,0.50
Benzine,1,4.90,5.80,7.30,134,Euro 5,82,92KRJ2,715/2007*692/2008F,92.00,3750,NA,NA,NA,0.00144,NA
Benzine,1,4.90,5.90,7.60,139,Euro 5,73,54PKZ3,715/2007*692/2008A,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.80,5.50,6.70,124,Euro 6,74,NL522H,715/2007*2016/646W,110.00,3750,NA,70,NA,NA,NA
Diesel,1,3.80,4.40,5.50,115,Euro 5,76,15LGX3,715/2007*692/2008A,103.00,2500,NA,NA,NA,0.00008,0.50
Benzine,1,3.90,4.40,5.20,102,Euro 6,83,GH269Z,715/2007*136/2014W,70.00,3750,NA,NA,NA,0.00081,NA
Benzine,1,5.40,6.70,8.80,156,Euro 5,72,67PBS5,715/2007*692/2008F,103.00,3675,NA,NA,NA,NA,NA
Benzine,1,6.00,7.30,9.50,172,Euro 4,80,80HRX6,70/220*2003/76B,80.00,4350,NA,72,NA,NA,NA
Benzine,1,5.10,6.40,8.60,149,Euro 6,79,HL175T,715/2007*136/2014W,77.00,3750,NA,74,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 6,78,KK245R,715/2007*2015/45W,59.00,3750,NA,70,NA,0.00120,NA
Benzine,1,4.70,6.20,8.80,143,Euro 5,77,4KHB88,715/2007*566/2011F,88.00,3750,NA,NA,NA,NA,NA
Benzine,2,4.50,5.50,7.20,129,Euro 5,84,40XGF3,715/2007*692/2008F,63.00,3750,NA,NA,NA,NA,NA
LPG,1,5.60,6.80,8.90,110,Euro 5,84,40XGF3,715/2007*692/2008F,61.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.30,5.10,6.40,119,Euro 5,84,8KDP11,715/2007*566/2011J,63.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.40,5.10,6.20,118,Euro 5,78,5KNG69,715/2007*566/2011F,63.00,3600,NA,NA,NA,0.00170,NA
Benzine,1,3.90,4.50,5.50,106,Euro 4,80,12JXG6,70/220*2003/76B,50.00,4500,NA,71,NA,NA,NA
Benzine,1,4.00,4.50,5.40,103,Euro 5,78,87RGB8,715/2007*692/2008F,50.00,3750,NA,70,NA,NA,NA
Diesel,1,5.40,6.60,8.70,175,Euro 4,76,49GLS4,70/220*2003/76B,125.00,3000,NA,NA,NA,0.00110,0.51
Benzine,1,4.40,4.90,5.80,115,Euro 5,81,27XNX5,715/2007*692/2008F,51.00,4125,NA,NA,NA,NA,NA
Diesel,1,4.60,5.20,6.10,135,Euro 5,76,JG304D,715/2007*566/2011F,68.00,3000,NA,75,NA,0.00060,0.51
Diesel,1,3.20,3.40,3.60,87,Euro 5,78,90XHX8,715/2007*566/2011F,50.00,3000,NA,NA,NA,0.00080,0.51
Diesel,1,5.30,6.30,8.00,166,NA,82,3KST90,NA,92.00,3090,NA,70,NA,0.03200,1.32
Benzine,1,6.20,7.90,10.80,188,Euro 4,81,71GPX9,70/220*2003/76B,92.00,4500,NA,NA,NA,NA,NA
Diesel,1,4.50,5.10,6.10,135,NA,69,2XHK09,715/2007*566/2011F,130.00,2375,NA,71,NA,0.00010,0.50
Benzine,1,4.40,5.30,6.90,124,Euro 5,84,04RBJ3,715/2007*692/2008A,63.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.20,4.60,5.30,106,Euro 5,77,4TNN60,715/2007*566/2011J,50.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.10,6.30,8.30,147,Euro 5,75,29PLZ5,715/2007*692/2008A,85.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.70,4.10,5.10,94,Euro 6,72,RP901X,715/2007*2015/45W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,4.70,5.10,5.90,116,Euro 6,75,PV407T,715/2007*2016/646W,96.00,3750,NA,68,NA,0.00160,NA
Benzine,1,4.20,5.10,6.60,119,Euro 6,73,NX297F,715/2007*2016/646W,92.00,3750,NA,71,NA,0.00007,NA
Benzine,1,3.60,4.30,5.50,99,Euro 6,73,JT658G,715/2007*2015/45W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 6,78,NH231F,715/2007*2015/45W,48.00,3750,NA,70,NA,0.00120,NA
Benzine,1,4.40,4.90,5.80,115,Euro 6,81,HH079D,715/2007*195/2013W,51.00,4125,NA,NA,NA,NA,0.52
Benzine,1,3.80,4.30,5.10,99,Euro 5,76,1TTZ18,715/2007*630/2012J,59.00,3750,NA,NA,NA,0.00178,NA
Diesel,1,2.90,3.10,3.50,82,Euro 6,75,7ZJR79,715/2007*136/2014W,73.00,2813,NA,NA,NA,0.00008,0.51
Benzine,1,5.30,6.60,8.70,154,Euro 5,76,02RZX8,715/2007*692/2008A,77.00,3750,NA,NA,NA,NA,NA
Diesel,1,3.30,3.70,4.40,98,Euro 6,69,GR268N,715/2007*136/2014W,81.00,2375,NA,71,NA,0.00011,0.50
Benzine,1,6.10,7.50,10.00,178,Euro 3,83,41RJJF,70/220*2001/100A,70.00,4275,NA,74,NA,NA,NA
Benzine,1,4.40,5.10,6.30,119,Euro 4,81,NT823K,70/220*2003/76B,51.00,4125,NA,72,NA,NA,NA
Benzine,1,4.60,5.20,6.20,119,Euro 6,74,SH390K,715/2007*2016/646W,92.00,3750,NA,69,NA,0.00090,NA
Diesel,1,4.20,4.90,6.10,129,Euro 4,79,72ZRNF,70/220*2003/76B,77.00,3000,NA,71,NA,0.00200,0.60
Benzine,1,5.10,6.50,8.90,149,Euro 6,77,PH069Z,715/2007*136/2014W,134.00,3750,NA,71,NA,0.00400,NA
Benzine,1,4.40,5.30,6.90,124,Euro 5,84,84NZB9,715/2007*692/2008A,63.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.70,6.20,8.80,143,Euro 5,77,HK589D,715/2007*692/2008A,88.00,3750,NA,74,NA,NA,NA
Benzine,1,4.70,5.10,5.90,117,Euro 6,73,PX440L,715/2007*2016/646W,85.00,3750,NA,68,NA,0.00068,NA
Benzine,1,5.30,6.60,8.80,158,Euro 4,81,91HRR1,70/220*2003/76B,85.00,4500,NA,72,NA,NA,NA
Benzine,1,3.90,4.50,5.50,106,NA,80,4SPT79,70/220*2003/76B,50.00,4500,NA,71,NA,NA,NA
Benzine,1,4.30,5.00,6.20,113,Euro 6,75,RG572G,715/2007*2016/646ZD,110.00,3750,NA,68,NA,0.00017,NA
Benzine,1,4.60,5.30,6.50,123,Euro 5,77,32ZSF6,715/2007*692/2008F,77.00,3750,NA,NA,NA,0.00170,NA
Diesel,1,4.50,5.10,6.10,135,Euro 5,69,3TDV06,715/2007*630/2012J,130.00,2375,NA,NA,NA,0.00010,0.50
Diesel,1,3.00,3.20,3.70,85,Euro 6,75,JT880L,715/2007*136/2014W,70.00,2813,NA,73,NA,0.00030,0.50
Benzine,1,4.80,5.90,7.80,142,Euro 4,81,21ZGXV,70/220*2003/76B,66.00,4200,NA,NA,NA,NA,NA
Benzine,1,5.50,6.70,8.70,159,NA,78,01PBD2,NA,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.20,6.20,7.90,148,Euro 4,80,94GFP3,70/220*2003/76B,66.00,4200,NA,72,NA,NA,NA
Benzine,1,4.10,4.70,5.70,109,Euro 6,75,PB902X,715/2007*2016/646W,60.00,3750,NA,71,NA,NA,NA
Benzine,1,5.00,6.20,8.40,146,Euro 5,76,45NXR2,715/2007*692/2008F,85.00,3750,NA,72,NA,NA,NA
Elektriciteit,1,NA,NA,NA,NA,NA,NA,KH899B,NA,NA,NA,NA,NA,60.00,NA,NA
Diesel,2,NA,NA,NA,NA,Euro 6,70,KH899B,715/2007*2015/45W,190.00,2375,50.00000,70,NA,0.00034,0.50
Benzine,1,4.40,5.10,6.30,119,Euro 4,81,31KXR1,70/220*2003/76B,51.00,4125,NA,72,NA,NA,NA
Benzine,1,4.40,4.90,5.80,115,Euro 5,81,90SNJ5,715/2007*692/2008A,51.00,4125,NA,NA,NA,NA,NA
Benzine,1,4.40,5.50,7.30,127,Euro 5,83,60TSH9,715/2007*692/2008A,44.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.00,5.70,7.00,133,Euro 5,76,04PVN2,715/2007*692/2008F,69.00,3750,NA,NA,NA,NA,NA
Diesel,1,4.90,5.90,7.60,156,NA,76,47JJR1,NA,103.00,3000,NA,NA,NA,0.00080,0.50
Diesel,1,3.50,3.80,4.30,100,Euro 6,72,KJ397F,715/2007*2015/45W,88.00,2625,NA,68,NA,0.00013,0.51
Benzine,1,5.80,7.20,9.60,169,Euro 5,77,35LJD5,715/2007*692/2008F,88.00,3800,NA,NA,NA,0.00100,NA
Benzine,1,4.60,5.50,7.00,129,Euro 5,78,90LVG7,715/2007*692/2008A,74.00,3750,NA,NA,NA,NA,NA
Diesel,1,5.20,6.20,8.00,165,NA,82,9TGL09,R/83-05,92.00,3090,NA,70,NA,0.02300,1.32
Benzine,1,3.70,4.30,5.40,99,Euro 6,74,GL353T,715/2007*136/2014W,74.00,3750,NA,NA,NA,0.00135,NA
Benzine,1,4.10,4.70,5.80,109,Euro 6,79,HJ116V,715/2007*136/2014W,110.00,3750,NA,71,NA,0.00021,NA
Benzine,1,5.00,6.10,8.00,143,Euro 5,73,82PHP2,715/2007*692/2008F,88.00,3600,NA,NA,NA,NA,NA
Diesel,1,3.50,4.00,4.70,103,Euro 6,72,JD758Z,715/2007*136/2014W,140.00,2375,NA,68,NA,NA,0.50
Benzine,1,6.40,7.70,10.20,179,Euro 5,73,9KBF23,715/2007*692/2008F,125.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 6,78,JH887T,715/2007*2015/45W,48.00,3750,NA,70,NA,0.00120,NA
Benzine,1,3.90,4.30,5.20,100,Euro 6,72,NS753N,715/2007*136/2014W,77.00,3750,NA,69,NA,0.00215,NA
Benzine,1,4.40,5.10,6.30,117,Euro 6,75,PR859L,715/2007*2016/646ZD,110.00,3750,NA,67,NA,NA,NA
Benzine,1,4.90,6.00,8.00,139,Euro 5,83,09LSF6,715/2007*692/2008A,54.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.40,3.80,4.50,88,Euro 6,76,GR795X,715/2007*2015/45W,51.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.40,6.40,8.10,149,Euro 5,70,6TFP34,715/2007*630/2012J,132.00,3750,NA,NA,NA,0.00146,NA
Benzine,1,3.40,3.80,4.50,88,Euro 6,76,HB430L,715/2007*2015/45W,51.00,3750,NA,69,NA,NA,NA
Benzine,1,6.20,7.90,10.90,186,Euro 5,78,17PPB7,715/2007*692/2008A,132.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.40,3.80,4.50,88,Euro 6,76,PD849F,715/2007*2016/646W,51.00,3750,NA,69,NA,NA,NA
Benzine,1,4.10,4.90,6.20,114,Euro 6,82,JF091H,715/2007*136/2014W,66.00,3750,NA,70,NA,NA,NA
Diesel,1,3.20,3.60,4.30,95,Euro 5,74,44TZT3,715/2007*692/2008A,68.00,3000,NA,NA,NA,0.00053,0.51
Benzine,1,5.90,7.60,10.40,177,Euro 4,78,40TPND,70/220*2003/76B,92.00,4500,NA,71,NA,NA,NA
Benzine,1,6.00,7.90,11.20,184,Euro 5,77,13PDT7,715/2007*692/2008A,107.00,3750,NA,NA,NA,NA,NA
Diesel,1,3.90,4.20,4.70,110,Euro 6,68,RD097X,715/2007*2016/646W,110.00,2375,NA,70,NA,0.00016,0.50
Diesel,1,3.40,3.80,4.30,98,Euro 6,71,JJ257G,715/2007*2015/45W,70.00,2813,NA,68,NA,0.00052,0.50
Diesel,1,5.70,7.20,9.80,194,Euro 4,82,71XNHD,70/220*2003/76B,110.00,3000,NA,75,NA,0.00100,0.50
Benzine,1,4.30,5.40,7.10,124,Euro 5,79,59ZND1,715/2007*566/2011F,44.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.60,5.40,6.90,126,Euro 5,77,PX991Z,715/2007*630/2012J,90.00,3750,NA,72,NA,0.00156,NA
Benzine,1,4.40,5.10,6.20,118,Euro 5,78,8TRH81,715/2007*630/2012J,63.00,3600,NA,NA,NA,0.00170,NA
Diesel,1,6.50,7.20,8.30,189,Euro 5,81,29TPK7,715/2007*692/2008B,92.00,2625,NA,73,NA,0.00218,0.53
Benzine,1,6.40,8.20,11.30,189,Euro 5,77,84PBD1,715/2007*692/2008A,107.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.50,4.40,5.30,102,Euro 6,76,GL007V,715/2007*2015/45W,50.00,3750,NA,NA,NA,NA,NA
Diesel,1,3.80,4.50,5.70,119,Euro 4,79,06ZNJN,70/220*2003/76B,55.00,3000,NA,NA,NA,0.02000,1.30
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,88ZJJ8,715/2007*566/2011F,50.00,3750,NA,71,NA,NA,NA
Benzine,1,5.30,6.60,8.80,158,Euro 4,81,69ZJNP,70/220*2003/76B,85.00,4500,NA,72,NA,NA,NA
Benzine,1,4.00,4.70,5.80,108,Euro 6,75,PG641R,715/2007*136/2014W,85.00,3750,NA,71,NA,0.00190,NA
Benzine,1,4.70,5.60,7.10,131,Euro 6,75,6XBR54,715/2007*459/2012W,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.40,5.10,6.20,118,Euro 5,78,24PNH7,715/2007*692/2008F,63.00,3600,NA,NA,NA,0.00170,NA
Benzine,1,4.80,5.90,7.80,142,Euro 4,81,41XGHF,70/220*2003/76B,66.00,4200,NA,NA,NA,NA,NA
Benzine,1,4.10,4.80,5.90,110,Euro 6,73,HH438V,715/2007*136/2014W,81.00,3750,NA,68,NA,0.00014,NA
Benzine,1,3.70,4.20,5.10,97,Euro 6,72,ND848B,715/2007*136/2014W,77.00,3750,NA,68,NA,0.00240,NA
Benzine,1,6.10,7.00,8.50,159,Euro 6,77,NS049J,715/2007*136/2014W,185.00,3750,NA,69,NA,0.00012,NA
Benzine,1,4.00,4.70,5.80,110,Euro 6,82,JK001T,715/2007*136/2014W,66.00,3750,NA,68,NA,NA,NA
Benzine,1,7.40,9.60,13.40,223,Euro 6,86,NF019R,715/2007*136/2014W,445.00,3750,NA,72,NA,0.00178,NA
Benzine,1,5.50,7.20,10.10,172,Euro 4,82,12TPNZ,70/220*2003/76B,80.00,4350,NA,72,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,57ZHR1,715/2007*566/2011F,50.00,3750,NA,71,NA,NA,NA
Diesel,1,3.10,3.40,3.80,89,Euro 6,77,RD962H,715/2007*136/2014W,81.00,2625,NA,70,NA,0.00010,0.51
Benzine,1,3.90,4.60,5.70,105,Euro 6,73,GV035G,715/2007*136/2014W,74.00,3750,NA,NA,NA,0.00141,NA
Benzine,1,5.50,6.40,8.00,149,Euro 5,76,6KKH75,715/2007*566/2011J,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.50,6.80,9.10,157,Euro 4,83,46HXJ5,70/220*2003/76B,70.00,4500,NA,NA,NA,NA,NA
Benzine,1,3.90,4.50,5.50,106,Euro 4,80,96LKR2,70/220*2003/76B,50.00,4500,NA,71,NA,NA,NA
Benzine,1,5.30,6.40,8.30,154,Euro 4,80,72RHFL,70/220*2002/80B,66.00,4200,NA,72,NA,NA,NA
Benzine,1,4.00,4.60,5.50,105,Euro 6,74,NS054K,715/2007*136/2014W,66.00,3750,NA,70,NA,0.00290,NA
Diesel,1,4.80,5.80,7.50,154,NA,76,6ZRZ05,R/83-05,100.00,3000,NA,72,NA,0.00080,0.50
Benzine,1,7.20,9.50,13.30,223,Euro 5,74,18TTP4,715/2007*692/2008A,213.00,3800,NA,NA,NA,0.00422,NA
Diesel,1,3.80,4.00,4.50,105,Euro 5,72,6TJN34,715/2007*630/2012J,85.00,2700,NA,NA,NA,0.00002,0.51
Benzine,1,3.90,4.50,5.50,102,Euro 5,74,1SVK19,715/2007*630/2012J,60.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.50,7.20,10.10,172,Euro 4,82,58JRD4,70/220*2003/76B,80.00,4350,NA,72,NA,NA,NA
Benzine,1,4.20,4.80,5.90,112,Euro 5,77,9XFH15,715/2007*195/2013J,74.00,3750,NA,NA,NA,0.00168,NA
Benzine,1,4.70,5.70,7.50,133,Euro 5,82,9TXX67,715/2007*692/2008A,60.00,3750,NA,72,NA,NA,NA
Benzine,1,4.30,5.10,6.40,119,Euro 5,84,2TJZ72,715/2007*566/2011J,63.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.40,6.70,9.10,157,Euro 5,80,05HKS5,715/2007*692/2008A,118.00,3800,NA,NA,NA,0.00137,NA
Diesel,1,3.10,3.40,3.80,89,Euro 6,77,PP877H,715/2007*136/2014W,81.00,2625,NA,70,NA,0.00010,0.51
Benzine,1,4.00,4.50,5.40,103,Euro 5,78,99RJS2,715/2007*692/2008F,50.00,3750,NA,70,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,9XPD51,715/2007*630/2012J,50.00,3750,NA,71,NA,NA,NA
LPG,1,5.60,6.80,8.90,110,Euro 5,84,71XNS3,715/2007*692/2008F,61.00,3750,NA,NA,NA,NA,NA
Benzine,2,4.50,5.50,7.20,129,Euro 5,84,71XNS3,715/2007*692/2008F,63.00,3750,NA,NA,NA,NA,NA
Diesel,1,5.50,6.10,7.10,159,Euro 5,69,5TVP05,715/2007*630/2012J,130.00,2375,NA,NA,NA,NA,0.50
Benzine,1,3.60,4.10,5.10,94,Euro 6,72,KN969Z,715/2007*136/2014W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,7.50,8.60,10.50,199,Euro 5,74,97RHV8,715/2007*692/2008F,155.00,3750,NA,NA,NA,0.00147,NA
Benzine,1,5.80,7.20,9.70,169,Euro 5,77,PT282B,715/2007*566/2011J,103.00,3750,NA,73,NA,NA,NA
Diesel,1,4.00,4.70,6.00,125,NA,76,93XGST,NA,80.00,3000,NA,73,NA,0.00100,0.51
Benzine,1,4.40,4.90,5.80,115,Euro 5,81,HF424X,715/2007*692/2008F,51.00,4125,NA,72,NA,NA,NA
Benzine,1,3.70,4.10,5.10,94,Euro 6,74,RT347J,715/2007*2015/45W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,4.70,5.90,8.00,136,Euro 5,77,40SVV6,715/2007*692/2008A,77.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.80,5.50,6.80,126,Euro 6,73,PG643Z,715/2007*2016/646W,140.00,3750,NA,70,NA,0.00013,NA
Benzine,1,6.80,7.50,8.70,174,Euro 6,74,JJ085N,715/2007*136/2014W,165.00,3750,NA,71,NA,0.00097,NA
Benzine,1,NA,NA,NA,NA,NA,NA,PR051L,NA,200.00,NA,NA,NA,NA,NA,NA
Diesel,1,5.70,7.30,10.10,197,Euro 3,77,29RKXK,70/220*2001/100A,130.00,3000,NA,73,NA,0.03100,1.10
Benzine,1,5.30,6.30,8.10,148,Euro 5,77,71XGF3,715/2007*566/2011J,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.40,5.50,7.30,127,Euro 5,83,85PBK8,715/2007*692/2008A,44.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.00,4.40,5.20,101,Euro 6,74,SR481G,715/2007*2015/45W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,5.80,7.70,10.90,185,Euro 4,84,89RKPL,70/220*2002/80B,92.00,4500,NA,73,NA,NA,NA
